Function,Occurrence_Count,Failure_Count,Success_Count,Suspiciousness_Score
org/jfree/chart/renderer/category/BarRenderer:setNegativeItemLabelPositionFallback:(Lorg/jfree/chart/labels/ItemLabelPosition;)V,18,1.0,17.0,0.8038932948810382
org/jfree/chart/plot/PiePlot:setToolTipGenerator:(Lorg/jfree/chart/labels/PieToolTipGenerator;)V,18,1.0,17.0,0.8038932948810382
org/jfree/chart/plot/PiePlot:setLabelGenerator:(Lorg/jfree/chart/labels/PieSectionLabelGenerator;)V,18,1.0,17.0,0.8038932948810382
org/jfree/data/xy/XIntervalSeries:<init>:(Ljava/lang/Comparable;ZZ)V,18,1.0,17.0,0.8038932948810382
org/jfree/chart/plot/CategoryPlot:rendererChanged:(Lorg/jfree/chart/event/RendererChangeEvent;)V,55,3.0,52.0,0.8008139813263108
org/jfree/chart/event/RendererChangeEvent:getSeriesVisibilityChanged:()Z,55,3.0,52.0,0.8008139813263108
org/jfree/chart/plot/XYPlot:rendererChanged:(Lorg/jfree/chart/event/RendererChangeEvent;)V,55,3.0,52.0,0.8008139813263108
org/jfree/chart/axis/DateAxis:<init>:(Ljava/lang/String;)V,37,2.0,35.0,0.7992831541218638
org/jfree/data/xy/XYSeries:getMaxY:()D,37,2.0,35.0,0.7992831541218638
org/jfree/chart/axis/DateAxis:<init>:(Ljava/lang/String;Ljava/util/TimeZone;)V,37,2.0,35.0,0.7992831541218638
org/jfree/chart/plot/XYPlot:getRenderer:()Lorg/jfree/chart/renderer/xy/XYItemRenderer;,56,3.0,53.0,0.7977581683758644
org/jfree/chart/renderer/category/BarRenderer:readObject:(Ljava/io/ObjectInputStream;)V,19,1.0,18.0,0.7947255880256592
org/jfree/chart/PaintMap:clear:()V,19,1.0,18.0,0.7947255880256592
org/jfree/chart/axis/TickUnit:compareTo:(Ljava/lang/Object;)I,38,2.0,36.0,0.7947255880256592
org/jfree/chart/renderer/category/AbstractCategoryItemRenderer:hashCode:()I,19,1.0,18.0,0.7947255880256592
org/jfree/chart/axis/DateTickUnit:<init>:(Lorg/jfree/chart/axis/DateTickUnitType;ILjava/text/DateFormat;)V,38,2.0,36.0,0.7947255880256592
org/jfree/chart/renderer/category/BarRenderer:isDrawBarOutline:()Z,19,1.0,18.0,0.7947255880256592
org/jfree/chart/axis/ValueAxis:findMaximumTickLabelHeight:(Ljava/util/List;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)D,38,2.0,36.0,0.7947255880256592
org/jfree/chart/axis/DateAxis:autoAdjustRange:()V,38,2.0,36.0,0.7947255880256592
org/jfree/data/time/Day:next:()Lorg/jfree/data/time/RegularTimePeriod;,19,1.0,18.0,0.7947255880256592
org/jfree/chart/axis/DateAxis:<init>:(Ljava/lang/String;Ljava/util/TimeZone;Ljava/util/Locale;)V,38,2.0,36.0,0.7947255880256592
org/jfree/chart/axis/DateAxis:createStandardDateTickUnits:(Ljava/util/TimeZone;Ljava/util/Locale;)Lorg/jfree/chart/axis/TickUnitSource;,38,2.0,36.0,0.7947255880256592
org/jfree/chart/plot/PiePlot:clearSectionPaints:(Z)V,19,1.0,18.0,0.7947255880256592
org/jfree/chart/axis/DateAxis:setRange:(Lorg/jfree/data/Range;ZZ)V,38,2.0,36.0,0.7947255880256592
org/jfree/chart/StandardChartTheme:applyToPiePlot:(Lorg/jfree/chart/plot/PiePlot;)V,19,1.0,18.0,0.7947255880256592
org/jfree/chart/renderer/category/BarRenderer:writeObject:(Ljava/io/ObjectOutputStream;)V,19,1.0,18.0,0.7947255880256592
org/jfree/chart/plot/Plot:axisChanged:(Lorg/jfree/chart/event/AxisChangeEvent;)V,116,6.0,110.0,0.7917159763313609
org/jfree/chart/axis/ValueAxis:setAutoRangeMinimumSize:(D)V,39,2.0,37.0,0.7902197023387668
org/jfree/chart/axis/ValueAxis:setAutoRangeMinimumSize:(DZ)V,39,2.0,37.0,0.7902197023387668
org/jfree/chart/StandardChartTheme:applyToTitle:(Lorg/jfree/chart/title/Title;)V,99,5.0,94.0,0.7875406130809437
org/jfree/chart/title/LegendTitle:getBackgroundPaint:()Ljava/awt/Paint;,99,5.0,94.0,0.7875406130809437
org/jfree/chart/title/LegendTitle:setItemPaint:(Ljava/awt/Paint;)V,99,5.0,94.0,0.7875406130809437
org/jfree/chart/title/LegendTitle:getWrapper:()Lorg/jfree/chart/block/BlockContainer;,99,5.0,94.0,0.7875406130809437
org/jfree/chart/JFreeChart:getSubtitle:(I)Lorg/jfree/chart/title/Title;,99,5.0,94.0,0.7875406130809437
org/jfree/chart/plot/CategoryPlot:getRangeAxis:()Lorg/jfree/chart/axis/ValueAxis;,60,3.0,57.0,0.7857646229739254
org/jfree/chart/axis/ValueAxis:setUpperMargin:(D)V,20,1.0,19.0,0.7857646229739252
org/jfree/chart/axis/DateTickUnit:getUnit:()I,20,1.0,19.0,0.7857646229739252
org/jfree/chart/axis/DateTickUnitType:getCalendarField:()I,20,1.0,19.0,0.7857646229739252
org/jfree/chart/axis/DateAxis:previousStandardDate:(Ljava/util/Date;Lorg/jfree/chart/axis/DateTickUnit;)Ljava/util/Date;,20,1.0,19.0,0.7857646229739252
org/jfree/chart/plot/PiePlot:setLabelLinkStyle:(Lorg/jfree/chart/plot/PieLabelLinkStyle;)V,20,1.0,19.0,0.7857646229739252
org/jfree/data/xy/XIntervalDataItem:<init>:(DDDD)V,20,1.0,19.0,0.7857646229739252
org/jfree/chart/plot/PiePlot:setLabelLinkPaint:(Ljava/awt/Paint;)V,20,1.0,19.0,0.7857646229739252
org/jfree/chart/plot/PiePlot:getAutoPopulateSectionOutlineStroke:()Z,20,1.0,19.0,0.7857646229739252
org/jfree/chart/plot/CategoryPlot:<init>:()V,20,1.0,19.0,0.7857646229739252
org/jfree/chart/plot/PiePlot:getAutoPopulateSectionOutlinePaint:()Z,20,1.0,19.0,0.7857646229739252
org/jfree/chart/axis/ValueAxis:getUpperBound:()D,40,2.0,38.0,0.7857646229739252
org/jfree/chart/plot/PiePlot:getAutoPopulateSectionPaint:()Z,20,1.0,19.0,0.7857646229739252
org/jfree/chart/urls/StandardCategoryURLGenerator:<init>:()V,40,2.0,38.0,0.7857646229739252
org/jfree/chart/axis/ValueAxis:setRange:(DD)V,20,1.0,19.0,0.7857646229739252
org/jfree/chart/axis/DateTickUnit:getCalendarField:()I,20,1.0,19.0,0.7857646229739252
org/jfree/chart/axis/ValueAxis:setLowerMargin:(D)V,20,1.0,19.0,0.7857646229739252
org/jfree/chart/title/LegendTitle:setItemFont:(Ljava/awt/Font;)V,100,5.0,95.0,0.7857646229739252
org/jfree/chart/renderer/category/AbstractCategoryItemRenderer:getDomainAxis:(Lorg/jfree/chart/plot/CategoryPlot;I)Lorg/jfree/chart/axis/CategoryAxis;,20,1.0,19.0,0.7857646229739252
org/jfree/chart/axis/DateTickUnit:getMultiple:()I,20,1.0,19.0,0.7857646229739252
org/jfree/chart/plot/PiePlot:setLabelFont:(Ljava/awt/Font;)V,20,1.0,19.0,0.7857646229739252
org/jfree/chart/plot/PiePlot:setShadowGenerator:(Lorg/jfree/chart/util/ShadowGenerator;)V,20,1.0,19.0,0.7857646229739252
org/jfree/data/statistics/DefaultStatisticalCategoryDataset:<init>:()V,20,1.0,19.0,0.7857646229739252
org/jfree/chart/axis/DateAxis:setTickUnit:(Lorg/jfree/chart/axis/DateTickUnit;ZZ)V,20,1.0,19.0,0.7857646229739252
org/jfree/chart/JFreeChart:getTitle:()Lorg/jfree/chart/title/TextTitle;,122,6.0,116.0,0.7828223730400187
org/jfree/chart/StandardChartTheme:getDrawingSupplier:()Lorg/jfree/chart/plot/DrawingSupplier;,122,6.0,116.0,0.7828223730400187
org/jfree/chart/JFreeChart:titleChanged:(Lorg/jfree/chart/event/TitleChangeEvent;)V,122,6.0,116.0,0.7828223730400187
org/jfree/chart/StandardChartTheme:applyToPlot:(Lorg/jfree/chart/plot/Plot;)V,122,6.0,116.0,0.7828223730400187
org/jfree/chart/plot/Plot:getBackgroundPaint:()Ljava/awt/Paint;,122,6.0,116.0,0.7828223730400187
org/jfree/chart/StandardChartTheme:apply:(Lorg/jfree/chart/JFreeChart;)V,122,6.0,116.0,0.7828223730400187
org/jfree/chart/plot/Plot:setBackgroundPaint:(Ljava/awt/Paint;)V,123,6.0,117.0,0.7813594954449895
org/jfree/chart/plot/Plot:setOutlinePaint:(Ljava/awt/Paint;)V,123,6.0,117.0,0.7813594954449895
org/jfree/chart/plot/Plot:setDrawingSupplier:(Lorg/jfree/chart/plot/DrawingSupplier;)V,123,6.0,117.0,0.7813594954449895
org/jfree/chart/axis/TickUnits:<init>:()V,41,2.0,39.0,0.7813594954449894
org/jfree/chart/axis/DateTickUnit:<init>:(Lorg/jfree/chart/axis/DateTickUnitType;ILorg/jfree/chart/axis/DateTickUnitType;ILjava/text/DateFormat;)V,41,2.0,39.0,0.7813594954449894
org/jfree/chart/axis/DateTickUnit:getMillisecondCount:(Lorg/jfree/chart/axis/DateTickUnitType;I)J,41,2.0,39.0,0.7813594954449894
org/jfree/chart/axis/DateTickUnitType:equals:(Ljava/lang/Object;)Z,41,2.0,39.0,0.7813594954449894
org/jfree/chart/axis/DateTickUnit:unitTypeToInt:(Lorg/jfree/chart/axis/DateTickUnitType;)I,41,2.0,39.0,0.7813594954449894
org/jfree/chart/axis/TickUnits:add:(Lorg/jfree/chart/axis/TickUnit;)V,41,2.0,39.0,0.7813594954449894
org/jfree/data/general/AbstractDataset:clone:()Ljava/lang/Object;,41,2.0,39.0,0.7813594954449894
org/jfree/chart/axis/DateTickUnitType:toString:()Ljava/lang/String;,41,2.0,39.0,0.7813594954449894
org/jfree/chart/JFreeChart:getSubtitleCount:()I,124,6.0,118.0,0.7799020750757752
org/jfree/chart/JFreeChart:getPlot:()Lorg/jfree/chart/plot/Plot;,124,6.0,118.0,0.7799020750757752
org/jfree/chart/title/TextTitle:setPaint:(Ljava/awt/Paint;)V,124,6.0,118.0,0.7799020750757752
org/jfree/chart/title/TextTitle:setFont:(Ljava/awt/Font;)V,124,6.0,118.0,0.7799020750757752
org/jfree/chart/JFreeChart:setBackgroundPaint:(Ljava/awt/Paint;)V,126,6.0,120.0,0.7770034843205575
org/jfree/chart/renderer/RendererState:getEntityCollection:()Lorg/jfree/chart/entity/EntityCollection;,21,1.0,20.0,0.7770034843205575
org/jfree/chart/JFreeChart:fireChartChanged:()V,126,6.0,120.0,0.7770034843205575
org/jfree/chart/axis/ValueAxis:getLowerBound:()D,42,2.0,40.0,0.7770034843205575
org/jfree/chart/title/TextTitle:<init>:(Ljava/lang/String;Ljava/awt/Font;)V,126,6.0,120.0,0.7770034843205575
org/jfree/chart/axis/SegmentedTimeline$Segment:inc:()V,21,1.0,20.0,0.7770034843205575
org/jfree/chart/axis/SegmentedTimeline$Segment:inc:(J)V,21,1.0,20.0,0.7770034843205575
org/jfree/chart/LegendItem:setFillPaintTransformer:(Lorg/jfree/ui/GradientPaintTransformer;)V,21,1.0,20.0,0.7770034843205575
org/jfree/chart/axis/TickUnit:equals:(Ljava/lang/Object;)Z,42,2.0,40.0,0.7770034843205575
org/jfree/chart/title/Title:equals:(Ljava/lang/Object;)Z,42,2.0,40.0,0.7770034843205575
org/jfree/chart/renderer/category/CategoryItemRendererState:setBarWidth:(D)V,21,1.0,20.0,0.7770034843205575
org/jfree/chart/renderer/category/AbstractCategoryItemRenderer:getPassCount:()I,21,1.0,20.0,0.7770034843205575
org/jfree/chart/renderer/category/CategoryItemRendererState:getBarWidth:()D,21,1.0,20.0,0.7770034843205575
org/jfree/chart/JFreeChart:plotChanged:(Lorg/jfree/chart/event/PlotChangeEvent;)V,128,6.0,122.0,0.7741263596389725
org/jfree/chart/event/ChartChangeEvent:setChart:(Lorg/jfree/chart/JFreeChart;)V,128,6.0,122.0,0.7741263596389725
org/jfree/chart/JFreeChart:notifyListeners:(Lorg/jfree/chart/event/ChartChangeEvent;)V,132,6.0,126.0,0.768435561681599
org/jfree/chart/plot/PieLabelDistributor:<init>:(I)V,44,2.0,42.0,0.7684355616815989
org/jfree/chart/block/AbstractBlock:readObject:(Ljava/io/ObjectInputStream;)V,22,1.0,21.0,0.7684355616815989
org/jfree/chart/block/AbstractBlock:writeObject:(Ljava/io/ObjectOutputStream;)V,22,1.0,21.0,0.7684355616815989
org/jfree/chart/renderer/xy/AbstractXYItemRenderer:setBaseToolTipGenerator:(Lorg/jfree/chart/labels/XYToolTipGenerator;)V,110,5.0,105.0,0.7684355616815989
org/jfree/chart/plot/PiePlot:<init>:(Lorg/jfree/data/general/PieDataset;)V,44,2.0,42.0,0.7684355616815989
org/jfree/chart/plot/PiePlot:equals:(Ljava/lang/Object;)Z,22,1.0,21.0,0.7684355616815989
org/jfree/chart/plot/AbstractPieLabelDistributor:<init>:()V,44,2.0,42.0,0.7684355616815989
org/jfree/chart/block/BlockResult:getEntityCollection:()Lorg/jfree/chart/entity/EntityCollection;,44,2.0,42.0,0.7684355616815989
org/jfree/chart/labels/StandardPieToolTipGenerator:<init>:()V,22,1.0,21.0,0.7684355616815989
org/jfree/chart/labels/AbstractXYItemLabelGenerator:<init>:(Ljava/lang/String;Ljava/text/NumberFormat;Ljava/text/NumberFormat;)V,67,3.0,64.0,0.765621423666743
org/jfree/chart/axis/NumberAxis:setAutoRangeIncludesZero:(Z)V,68,3.0,65.0,0.7628278221208666
org/jfree/chart/plot/DefaultDrawingSupplier:clone:()Ljava/lang/Object;,159,7.0,152.0,0.7624303995311126
org/jfree/chart/renderer/category/CategoryItemRendererState:<init>:(Lorg/jfree/chart/plot/PlotRenderingInfo;)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/axis/SegmentedTimeline:access$400:(Lorg/jfree/chart/axis/SegmentedTimeline;Lorg/jfree/chart/axis/SegmentedTimeline$Segment;)I,23,1.0,22.0,0.7600545330606681
org/jfree/chart/labels/StandardPieToolTipGenerator:<init>:(Ljava/lang/String;Ljava/util/Locale;)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/renderer/category/CategoryItemRendererState:setCrosshairState:(Lorg/jfree/chart/plot/CategoryCrosshairState;)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/block/BlockBorder:readObject:(Ljava/io/ObjectInputStream;)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/axis/SegmentedTimeline$Segment:inIncludeSegments:()Z,23,1.0,22.0,0.7600545330606681
org/jfree/chart/axis/SegmentedTimeline$Segment:getSegmentNumberRelativeToGroup:()J,23,1.0,22.0,0.7600545330606681
org/jfree/chart/axis/SegmentedTimeline$Segment:inExceptionSegments:()Z,23,1.0,22.0,0.7600545330606681
org/jfree/chart/block/BlockBorder:writeObject:(Ljava/io/ObjectOutputStream;)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/labels/StandardPieToolTipGenerator:<init>:(Ljava/lang/String;)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/axis/SegmentedTimeline:access$200:(Lorg/jfree/chart/axis/SegmentedTimeline;)I,23,1.0,22.0,0.7600545330606681
org/jfree/chart/labels/StandardXYToolTipGenerator:equals:(Ljava/lang/Object;)Z,23,1.0,22.0,0.7600545330606681
org/jfree/chart/renderer/RendererState:setElementHinting:(Z)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/labels/StandardPieToolTipGenerator:<init>:(Ljava/lang/String;Ljava/text/NumberFormat;Ljava/text/NumberFormat;)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/renderer/category/AbstractCategoryItemRenderer:getColumnCount:()I,23,1.0,22.0,0.7600545330606681
org/jfree/chart/renderer/category/AbstractCategoryItemRenderer:createState:(Lorg/jfree/chart/plot/PlotRenderingInfo;)Lorg/jfree/chart/renderer/category/CategoryItemRendererState;,23,1.0,22.0,0.7600545330606681
org/jfree/chart/axis/SegmentedTimeline:access$300:(Lorg/jfree/chart/axis/SegmentedTimeline;)I,23,1.0,22.0,0.7600545330606681
org/jfree/chart/renderer/category/AbstractCategoryItemRenderer:initialise:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/CategoryPlot;ILorg/jfree/chart/plot/PlotRenderingInfo;)Lorg/jfree/chart/renderer/category/CategoryItemRendererState;,23,1.0,22.0,0.7600545330606681
org/jfree/data/xy/YWithXInterval:<init>:(DDD)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/axis/NumberTickUnit:<init>:(DLjava/text/NumberFormat;)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/renderer/category/CategoryItemRendererState:setVisibleSeriesArray:([I)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/JFreeChart:getElementHinting:()Z,23,1.0,22.0,0.7600545330606681
org/jfree/data/general/Series:removeChangeListener:(Lorg/jfree/data/general/SeriesChangeListener;)V,23,1.0,22.0,0.7600545330606681
org/jfree/chart/plot/Plot:fetchElementHintingFlag:()Z,23,1.0,22.0,0.7600545330606681
org/jfree/chart/axis/SegmentedTimeline:binarySearchExceptionSegments:(Lorg/jfree/chart/axis/SegmentedTimeline$Segment;)I,23,1.0,22.0,0.7600545330606681
org/jfree/chart/plot/XYPlot:equals:(Ljava/lang/Object;)Z,47,2.0,45.0,0.7559322033898305
org/jfree/data/RangeType:equals:(Ljava/lang/Object;)Z,71,3.0,68.0,0.7545680126325288
org/jfree/chart/axis/AxisSpace:<init>:()V,71,3.0,68.0,0.7545680126325288
org/jfree/chart/plot/Plot:equals:(Ljava/lang/Object;)Z,95,4.0,91.0,0.7538877620013523
org/jfree/data/xy/DefaultIntervalXYDataset:getSeriesCount:()I,24,1.0,23.0,0.7518543492919758
org/jfree/chart/plot/XYPlot:getDomainAxisEdge:(I)Lorg/jfree/ui/RectangleEdge;,24,1.0,23.0,0.7518543492919758
org/jfree/data/general/DefaultPieDataset:setValue:(Ljava/lang/Comparable;Ljava/lang/Number;)V,24,1.0,23.0,0.7518543492919758
org/jfree/chart/plot/XYPlot:integerise:(Ljava/awt/geom/Rectangle2D;)Ljava/awt/Rectangle;,24,1.0,23.0,0.7518543492919758
org/jfree/chart/plot/XYPlot:calculateAxisSpace:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)Lorg/jfree/chart/axis/AxisSpace;,24,1.0,23.0,0.7518543492919758
org/jfree/chart/plot/XYPlot:calculateDomainAxisSpace:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/axis/AxisSpace;)Lorg/jfree/chart/axis/AxisSpace;,24,1.0,23.0,0.7518543492919758
org/jfree/data/xy/DefaultIntervalXYDataset:addSeries:(Ljava/lang/Comparable;[[D)V,24,1.0,23.0,0.7518543492919758
org/jfree/chart/plot/CategoryPlot:getDomainAxisEdge:()Lorg/jfree/ui/RectangleEdge;,24,1.0,23.0,0.7518543492919758
org/jfree/chart/labels/StandardCategoryToolTipGenerator:equals:(Ljava/lang/Object;)Z,24,1.0,23.0,0.7518543492919758
org/jfree/chart/labels/StandardPieSectionLabelGenerator:<init>:(Ljava/lang/String;Ljava/text/NumberFormat;Ljava/text/NumberFormat;)V,49,2.0,47.0,0.7478202548625084
org/jfree/chart/labels/StandardPieSectionLabelGenerator:<init>:()V,49,2.0,47.0,0.7478202548625084
org/jfree/chart/title/TextTitle:<init>:(Ljava/lang/String;Ljava/awt/Font;Ljava/awt/Paint;Lorg/jfree/ui/RectangleEdge;Lorg/jfree/ui/HorizontalAlignment;Lorg/jfree/ui/VerticalAlignment;Lorg/jfree/ui/RectangleInsets;)V,149,6.0,143.0,0.7451548229004233
org/jfree/chart/axis/CategoryAxis:getCategoryMiddle:(Ljava/lang/Comparable;Ljava/util/List;Ljava/awt/geom/Rectangle2D;Lorg/jfree/ui/RectangleEdge;)D,25,1.0,24.0,0.7438292194796531
org/jfree/chart/axis/CategoryLabelPosition:getCategoryAnchor:()Lorg/jfree/ui/RectangleAnchor;,25,1.0,24.0,0.7438292194796531
org/jfree/chart/axis/CategoryAxis:calculateCategoryGapSize:(ILjava/awt/geom/Rectangle2D;Lorg/jfree/ui/RectangleEdge;)D,25,1.0,24.0,0.7438292194796531
org/jfree/chart/plot/XYPlot:getDomainAxisLocation:(I)Lorg/jfree/chart/axis/AxisLocation;,25,1.0,24.0,0.7438292194796531
org/jfree/chart/plot/DefaultDrawingSupplier:equalShapes:([Ljava/awt/Shape;[Ljava/awt/Shape;)Z,100,4.0,96.0,0.7438292194796531
org/jfree/data/xy/DefaultIntervalXYDataset:<init>:()V,25,1.0,24.0,0.7438292194796531
org/jfree/chart/axis/CategoryAxis:getCategoryEnd:(IILjava/awt/geom/Rectangle2D;Lorg/jfree/ui/RectangleEdge;)D,25,1.0,24.0,0.7438292194796531
org/jfree/chart/labels/StandardPieSectionLabelGenerator:equals:(Ljava/lang/Object;)Z,25,1.0,24.0,0.7438292194796531
org/jfree/chart/PaintMap:equals:(Ljava/lang/Object;)Z,25,1.0,24.0,0.7438292194796531
org/jfree/chart/axis/CategoryTick:getLabel:()Lorg/jfree/text/TextBlock;,25,1.0,24.0,0.7438292194796531
org/jfree/chart/plot/XYPlot:draw:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Point2D;Lorg/jfree/chart/plot/PlotState;Lorg/jfree/chart/plot/PlotRenderingInfo;)V,25,1.0,24.0,0.7438292194796531
org/jfree/chart/plot/PieLabelLinkStyle:equals:(Ljava/lang/Object;)Z,25,1.0,24.0,0.7438292194796531
org/jfree/chart/plot/XYPlot:calculateRangeAxisSpace:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/axis/AxisSpace;)Lorg/jfree/chart/axis/AxisSpace;,25,1.0,24.0,0.7438292194796531
org/jfree/chart/StrokeMap:equals:(Ljava/lang/Object;)Z,25,1.0,24.0,0.7438292194796531
org/jfree/chart/StrokeMap:<init>:()V,50,2.0,48.0,0.7438292194796531
org/jfree/chart/axis/CategoryTick:getCategory:()Ljava/lang/Comparable;,25,1.0,24.0,0.7438292194796531
org/jfree/chart/plot/XYPlot:getLegendItems:()Lorg/jfree/chart/LegendItemCollection;,25,1.0,24.0,0.7438292194796531
org/jfree/chart/axis/CategoryAxis:getCategoryMiddle:(IILjava/awt/geom/Rectangle2D;Lorg/jfree/ui/RectangleEdge;)D,25,1.0,24.0,0.7438292194796531
org/jfree/chart/plot/XYPlot:getRangeAxisEdge:(I)Lorg/jfree/ui/RectangleEdge;,25,1.0,24.0,0.7438292194796531
org/jfree/chart/axis/CategoryAxis:getCategoryStart:(IILjava/awt/geom/Rectangle2D;Lorg/jfree/ui/RectangleEdge;)D,25,1.0,24.0,0.7438292194796531
org/jfree/chart/plot/DefaultDrawingSupplier:equals:(Ljava/lang/Object;)Z,101,4.0,97.0,0.741849634065203
org/jfree/chart/axis/NumberAxis:equals:(Ljava/lang/Object;)Z,76,3.0,73.0,0.7411921116773764
org/jfree/chart/labels/StandardXYToolTipGenerator:<init>:(Ljava/lang/String;Ljava/text/NumberFormat;Ljava/text/NumberFormat;)V,51,2.0,49.0,0.7398805573988055
org/jfree/chart/PaintMap:<init>:()V,51,2.0,49.0,0.7398805573988055
org/jfree/chart/plot/XYPlot:getRangeAxis:(I)Lorg/jfree/chart/axis/ValueAxis;,77,3.0,74.0,0.738573636564363
org/jfree/chart/axis/NumberTickUnit:<init>:(DLjava/text/NumberFormat;I)V,77,3.0,74.0,0.738573636564363
org/jfree/chart/axis/TickUnit:<init>:(DI)V,77,3.0,74.0,0.738573636564363
org/jfree/chart/renderer/xy/AbstractXYItemRenderer:getLegendItemLabelGenerator:()Lorg/jfree/chart/labels/XYSeriesLabelGenerator;,26,1.0,25.0,0.735973597359736
org/jfree/chart/plot/XYPlot:getRangeAxisLocation:(I)Lorg/jfree/chart/axis/AxisLocation;,26,1.0,25.0,0.735973597359736
org/jfree/chart/plot/CategoryPlot:configureDomainAxes:()V,131,5.0,126.0,0.7344223422473983
org/jfree/chart/plot/CategoryPlot:mapDatasetToRangeAxes:(ILjava/util/List;)V,131,5.0,126.0,0.7344223422473983
org/jfree/chart/plot/CategoryPlot:<init>:(Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/chart/axis/CategoryAxis;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/chart/renderer/category/CategoryItemRenderer;)V,131,5.0,126.0,0.7344223422473983
org/jfree/chart/plot/CategoryPlot:mapDatasetToDomainAxes:(ILjava/util/List;)V,131,5.0,126.0,0.7344223422473983
org/jfree/chart/plot/CategoryPlot:mapDatasetToDomainAxis:(II)V,131,5.0,126.0,0.7344223422473983
org/jfree/chart/plot/CategoryPlot:configureRangeAxes:()V,131,5.0,126.0,0.7344223422473983
org/jfree/chart/plot/CategoryPlot:datasetChanged:(Lorg/jfree/data/general/DatasetChangeEvent;)V,131,5.0,126.0,0.7344223422473983
org/jfree/chart/plot/CategoryPlot:mapDatasetToRangeAxis:(II)V,131,5.0,126.0,0.7344223422473983
org/jfree/chart/plot/CategoryPlot:checkAxisIndices:(Ljava/util/List;)V,131,5.0,126.0,0.7344223422473983
org/jfree/chart/plot/CategoryPlot:getDataset:(I)Lorg/jfree/data/category/CategoryDataset;,131,5.0,126.0,0.7344223422473983
org/jfree/chart/renderer/xy/AbstractXYItemRenderer:findRangeBounds:(Lorg/jfree/data/xy/XYDataset;)Lorg/jfree/data/Range;,80,3.0,77.0,0.7308280533100284
org/jfree/chart/axis/Axis:fireChangeEvent:()V,188,7.0,181.0,0.7293710868143164
org/jfree/chart/axis/AxisLabelLocation:toString:()Ljava/lang/String;,81,3.0,78.0,0.7282821685173089
org/jfree/chart/labels/AbstractPieItemLabelGenerator:<init>:(Ljava/lang/String;Ljava/text/NumberFormat;Ljava/text/NumberFormat;)V,54,2.0,52.0,0.7282821685173089
org/jfree/chart/renderer/AbstractRenderer:getSeriesShape:(I)Ljava/awt/Shape;,27,1.0,26.0,0.7282821685173089
org/jfree/data/xy/AbstractXYDataset:getYValue:(II)D,81,3.0,78.0,0.7282821685173089
org/jfree/chart/renderer/category/AbstractCategoryItemRenderer:setBaseToolTipGenerator:(Lorg/jfree/chart/labels/CategoryToolTipGenerator;)V,54,2.0,52.0,0.7282821685173089
org/jfree/chart/axis/ValueAxis:equals:(Ljava/lang/Object;)Z,82,3.0,79.0,0.7257539596441744
org/jfree/chart/plot/CategoryPlot:getDomainAxis:(I)Lorg/jfree/chart/axis/CategoryAxis;,84,3.0,81.0,0.7207498383968973
org/jfree/chart/LegendItem:getURLText:()Ljava/lang/String;,56,2.0,54.0,0.7207498383968972
org/jfree/chart/LegendItem:getLabelPaint:()Ljava/awt/Paint;,56,2.0,54.0,0.7207498383968972
org/jfree/chart/block/CenterArrangement:add:(Lorg/jfree/chart/block/Block;Ljava/lang/Object;)V,56,2.0,54.0,0.7207498383968972
org/jfree/chart/block/LabelBlock:arrange:(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/ui/Size2D;,56,2.0,54.0,0.7207498383968972
org/jfree/chart/LegendItem:isShapeVisible:()Z,56,2.0,54.0,0.7207498383968972
org/jfree/chart/block/CenterArrangement:arrange:(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/ui/Size2D;,56,2.0,54.0,0.7207498383968972
org/jfree/chart/LegendItem:isShapeOutlineVisible:()Z,56,2.0,54.0,0.7207498383968972
org/jfree/chart/LegendItem:isShapeFilled:()Z,56,2.0,54.0,0.7207498383968972
org/jfree/chart/LegendItem:getToolTipText:()Ljava/lang/String;,56,2.0,54.0,0.7207498383968972
org/jfree/data/xy/XYSeries:add:(DLjava/lang/Number;)V,28,1.0,27.0,0.7207498383968972
